4.138	1.789	1.607
3.601	1.203	1.183
4.029	2.627	2.688
3.883	1.452	1.516
3.770	2.096	1.810
3.952	1.925	1.640
4.371	2.561	2.191
3.700	2.281	1.932
3.996	1.296	1.076
3.150	1.492	1.391
4.194	1.327	1.329
3.744	2.115	1.866
3.916	1.843	1.849
3.744	1.370	0.977
3.751	1.812	1.446
3.943	2.538	2.659
4.499	2.004	2.023
4.059	2.305	2.154
4.280	2.185	2.458
3.030	2.240	2.448
3.841	2.335	2.207
4.922	2.659	2.635
3.237	1.282	0.736
4.732	1.768	1.681
4.585	2.913	2.592
4.524	2.194	2.482
4.536	2.607	2.494
4.223	2.826	2.778
3.673	2.433	2.405
3.881	2.045	1.759
3.499	2.123	1.592
4.467	2.536	2.372
4.808	2.555	2.444
4.048	1.539	1.451
4.030	1.353	1.473
3.552	2.415	2.336
4.338	2.625	2.380
3.597	2.573	2.615
3.784	2.385	2.160
3.926	2.171	2.394
4.382	1.949	1.925
4.189	1.813	2.245
3.538	2.031	2.070
3.921	2.201	2.235
4.488	2.363	2.442
4.196	1.653	1.475
3.429	1.438	1.276
3.875	2.193	2.221
3.877	1.966	2.000
3.598	2.145	2.151
4.020	2.194	2.227
2.836	1.187	0.935
4.006	2.188	2.320
4.362	1.837	1.472
3.891	2.017	2.127
4.566	2.217	2.308
3.546	2.116	2.206
3.874	2.104	2.224
4.247	2.390	2.682
3.958	1.804	1.871
3.747	2.506	2.576
3.481	2.634	2.345
4.244	2.787	2.816
3.866	2.436	2.526
3.798	2.234	2.275
3.118	2.405	2.293
3.651	1.892	2.156
3.086	2.022	1.947
3.976	2.132	2.076
3.716	2.206	2.242
3.319	2.363	1.989
3.459	1.969	1.918
3.732	2.471	2.269
3.868	2.620	2.622
4.145	1.108	1.121
5.035	3.057	3.227
3.503	2.223	2.045
4.255	2.043	2.208
3.203	2.039	1.535
3.798	2.509	2.706
3.749	2.530	2.261
4.354	1.818	1.421
3.512	2.512	2.480
3.667	2.308	2.424
4.297	2.312	2.368
4.384	1.652	1.818
4.381	1.816	2.013
4.002	2.626	2.359
4.360	2.027	1.849
4.158	2.732	2.379
3.677	2.698	2.782
3.849	2.148	1.924
3.810	1.826	2.065
4.128	2.768	2.923
4.334	2.446	2.322
3.218	1.216	1.050
4.102	2.058	1.852
3.932	2.269	2.165
4.435	2.574	2.485
3.425	1.566	1.588
4.138	1.789	1.607
3.601	1.203	1.183
4.749	2.813	2.816
4.432	1.794	1.615
4.029	2.627	2.688
3.572	1.187	1.405
4.764	2.282	2.356
3.450	1.907	1.568
4.315	2.393	2.382
4.371	2.561	2.191
3.570	2.220	1.749
4.400	2.381	2.628
3.883	1.228	1.334
3.820	1.656	1.601
3.996	1.296	1.076
3.380	1.174	0.800
3.916	1.843	1.849
3.972	1.370	0.977
4.132	2.595	2.643
3.751	1.812	1.446
3.943	2.538	2.659
3.979	2.308	2.166
4.499	2.004	2.023
4.280	2.185	2.458
3.257	2.273	2.448
3.972	2.545	2.493
4.181	2.446	2.267
3.237	1.282	0.736
4.102	1.942	1.668
4.585	2.913	2.592
4.524	2.194	2.482
4.536	2.607	2.494
4.086	1.282	1.172
4.223	2.826	2.778
3.673	2.433	2.405
3.881	2.045	1.759
3.611	2.234	2.122
3.499	2.123	1.592
3.569	1.519	1.244
3.305	1.531	1.866
4.467	2.536	2.372
4.808	2.555	2.444
3.926	2.363	2.134
4.048	1.539	1.451
3.552	2.415	2.336
4.052	1.896	2.112
4.338	2.625	2.380
3.597	2.573	2.615
3.958	2.404	2.099
3.926	2.171	2.394
4.382	1.949	1.925
3.538	2.031	2.070
3.848	2.120	2.166
3.949	2.322	2.339
4.488	2.363	2.442
3.644	1.744	1.661
4.196	1.653	1.475
3.429	1.438	1.276
3.946	2.193	2.221
3.877	1.966	2.000
3.272	1.905	2.069
