11.1205015182	85.5284607663
12.4570474625	107.626733975
14.909778595	89.9253356321
7.94726133347	40.318917647
14.6982765198	116.572027336
12.4528875351	69.7885139161
15.3034420013	69.9452087221
15.8416795731	158.01111075
12.8485603333	143.860594445
13.8855476379	124.957217839
21.0153751373	109.025455649
13.8399295807	165.792648595
16.9602680206	162.785570309
14.550992012	117.983719325
11.6211748123	84.3157875037
16.9254608154	114.486034827
12.6925268173	50.7507074888
16.7224750519	87.0930166355
13.5869026184	143.215202174
7.06505250931	33.6247330763
12.5846185684	79.7005837626
15.5784873962	110.600462594
14.6730775833	114.929030231
10.7897768021	133.507308056
14.4474000931	83.3213905101
14.6202421188	204.578450806
18.9168338776	107.809441277
10.1935691833	487.03797826
21.7009181976	96.0629506682
11.8274002075	89.2335483025
22.8362751007	98.8756117032
15.1019630432	74.9307819588
7.81117868423	45.532958909
10.4366474152	39.9265602353
16.80037117	173.422886098
18.9563026428	105.087363186
16.1068763733	102.289182189
9.59817409515	578.991090448
12.6355276108	101.068128714
18.3053188324	87.095070947
14.0551166534	78.9708694457
14.7808122635	299.91677661
21.4069232941	100.352936467
19.0514698029	116.859171782
10.8877782822	45.3297601556
11.5565795898	214.322203705
18.9512577057	161.738249009
13.3885726929	148.126011777
13.4669094086	92.9293364866
19.1531963348	135.586073519
11.8147220612	152.925894438
15.2726268768	79.8336013522
15.1297187805	161.721444936
15.9055089951	187.040027724
16.4471340179	87.2742152634
18.9291744232	92.1456267146
11.2873134613	186.366500324
11.3572912216	42.5756215658
10.4253091812	42.306159928
12.8056697845	228.947051313
12.291425705	69.3603181564
11.4693908691	436.791904476
19.4999771118	98.7492866167
12.7777433395	64.9744696621
11.2537536621	158.762294332
10.9320211411	34.0378728196
19.57513237	91.618759763
8.49955177307	393.367823843
12.7975559235	311.721536815
14.4234886169	85.8605395195
11.1431007385	207.830625826
11.7556304932	36.4978100212
16.2768802643	80.7777922466
13.6304388046	117.950726747
17.3460388184	108.200459908
13.1509647369	130.013109423
10.4480705261	172.073294722
10.6295442581	75.9255122664
12.1704492569	91.7541517697
11.7332525253	181.626282416
15.7404718399	126.50590029
17.5887680054	201.456185561
11.7499046326	253.138132489
10.7689714432	50.6098934925
13.7845973969	259.44068916
15.0088195801	78.5579192726
13.4657812119	70.9899097538
16.8815135956	82.8076487239
18.1105442047	86.0705211764
13.4491500854	156.582493074
14.2356090546	196.257421974
7.23141765594	41.8799548591
13.4190225601	76.3488343652
14.4678945541	83.6694386284
13.0669708252	81.009306107
11.682595253	86.5520891543
12.2763051987	90.6686940977
14.5729818344	123.784650639
7.41112279892	39.2848790947
12.7000102997	452.792298707
15.0473613739	75.878766253
3.71520972252	22.5328316288
12.5461730957	87.4964006815
17.273973465	82.425022621
13.6126260757	164.358873431
10.3097782135	50.4058994588
19.5285892487	101.57223801
13.5772829056	78.9091241728
15.0391101837	86.6548388289
13.6665773392	110.937506328
13.8112592697	69.2287602312
18.4473266602	170.446316932
13.7356243134	127.815860306
14.6678028107	222.095305465
10.4289312363	45.4146159373
14.8446540833	114.330727962
13.5953474045	103.825279535
8.92912197113	71.2818570295
17.9785766602	88.816208109
11.0457277298	150.003837647
15.4555692673	91.8003338487
16.146024704	102.0179002
15.9870786667	212.555055265
13.0506877899	74.8924338028
13.577829361	74.1525952059
11.5598659515	59.465828336
14.1071166992	159.339000012
13.5672702789	360.423027997
14.5480461121	83.9736340501
9.80649662018	42.0463887566
8.96507453918	25.3737039888
19.9132728577	92.5877249106
18.8311042786	91.8632649472
15.4639940262	77.8427939002
6.52083969116	43.1091034689
13.1551198959	178.498100269
14.2184305191	127.870475574
13.0837593079	123.796199686
10.97123909	150.848591937
18.4942741394	87.191541336
12.7861785889	71.423153749
11.0766611099	397.712234864
20.3466701508	109.023243466
13.1074438095	116.746244797
11.2986717224	156.572260608
12.6315746307	76.49809816
10.2060918808	36.6838300193
10.878993988	51.8193058452
10.8530578613	87.4083355802
13.6938295364	72.4149268705
13.7993001938	95.9131230317
16.508014679	117.116464051
12.8932132721	155.230749931
16.6101055145	293.224913216
11.4644174576	90.5062654413
16.7936534882	172.943829903
10.3386306763	53.4372338999
10.2874174118	407.567599292
21.0436382294	96.8046683502
14.146692276	199.948509548
15.5681552887	82.775149875
18.3560237885	99.3571999171
10.4177389145	49.8737737943
15.499786377	96.3306677226
17.0393924713	108.070973617
10.693980217	43.9566335476
10.0513095856	229.430314868
9.64531517029	80.5998928047
15.9741811752	325.512074153
13.9452362061	152.422700557
12.6611881256	246.780213704
14.5806922913	75.1590852907
13.4570913315	110.887283031
15.6511793137	93.5893649716
9.60576534271	148.592110774
9.57150936127	87.033758125
12.5256023407	104.506914319
13.2822294235	186.329594383
10.3178663254	70.8070720942
9.36036205292	49.997482014
12.8586454391	303.643949784
11.4103317261	298.595929523
5.15409374237	22.2803043574
10.8035583496	220.266270809
13.410405159	80.5089863125
15.9895744324	151.499638394
9.25692367554	54.5193510583
11.9234380722	43.9511876331
12.3250541687	98.943438245
14.6751337051	231.251895458
11.4552793503	47.3675621523
16.4139041901	302.024889776
9.12114429474	44.9435280021
18.2067012787	87.3460648131
14.1413345337	78.0854996861
9.70126533508	38.2753471641
13.7733745575	77.8001110912
13.1846389771	70.4726002343
18.0204620361	113.672892248
7.05648040771	27.7971913149
