4.142	1.636	1.377
2.823	2.056	2.141
4.332	1.996	2.169
4.202	1.699	1.681
3.383	0.739	0.535
4.703	1.671	1.762
4.261	1.714	1.723
4.255	2.484	2.665
2.689	1.090	0.630
4.438	2.306	2.185
4.151	2.042	2.008
4.552	1.809	1.810
4.288	2.540	2.585
4.271	2.333	2.300
4.857	2.351	2.378
3.841	1.881	1.631
3.237	1.140	0.770
3.789	1.777	1.738
4.249	1.869	1.904
4.252	1.983	1.765
4.609	2.589	2.511
3.598	1.827	1.651
3.856	1.834	1.709
2.973	1.394	1.062
4.057	2.294	2.190
3.578	1.803	1.852
4.244	1.943	1.872
2.849	1.715	1.245
2.982	1.334	1.156
4.142	2.221	2.113
3.912	2.082	2.290
3.922	2.036	2.121
2.530	0.759	0.557
3.961	2.654	2.290
3.664	1.087	0.667
4.896	2.059	2.120
3.130	1.259	1.107
2.954	1.153	1.103
3.991	2.583	2.570
2.782	1.497	1.137
3.759	2.051	2.367
3.277	1.385	0.929
3.925	1.292	1.087
2.846	1.510	1.415
3.693	1.235	1.361
4.456	2.986	2.974
4.007	2.027	1.934
4.183	2.171	2.144
4.250	1.853	1.689
4.609	2.281	2.272
3.351	1.042	0.611
3.853	2.558	2.545
5.082	2.586	2.709
4.591	2.820	2.838
4.008	2.114	2.153
4.611	2.431	2.390
4.420	2.008	2.218
3.445	1.168	0.777
3.690	1.773	1.694
2.983	1.758	1.248
4.653	2.305	2.430
3.851	1.547	1.134
3.231	1.390	1.252
4.714	2.649	2.711
4.281	2.907	2.699
4.147	1.428	1.295
3.625	2.051	2.148
4.762	2.427	2.534
3.683	1.338	1.314
3.884	1.932	1.938
4.041	1.394	1.539
3.780	1.936	1.918
4.342	2.307	2.108
4.145	1.213	0.794
3.944	1.188	0.801
3.906	1.204	1.033
3.317	1.409	1.284
4.531	1.816	1.866
4.178	1.412	1.258
4.190	1.999	2.053
4.074	1.322	1.397
4.195	2.456	2.460
3.853	2.163	1.981
4.812	2.310	2.430
4.052	2.450	2.145
4.155	1.333	0.967
3.660	2.551	2.596
3.993	1.778	1.657
3.070	0.866	0.797
4.336	2.425	2.425
4.132	2.120	2.263
3.994	1.803	2.118
3.616	2.736	2.775
4.092	2.648	2.708
3.252	2.677	2.374
4.449	1.947	2.270
3.875	2.061	2.259
4.011	2.119	1.990
2.972	1.512	1.282
4.080	2.577	2.764
4.096	1.578	1.304
2.823	2.055	2.141
3.784	1.107	1.119
4.332	1.996	2.169
3.618	1.980	2.143
4.202	1.699	1.681
3.383	0.739	0.535
4.703	1.671	1.762
4.155	2.000	2.033
3.987	1.394	1.794
3.934	2.487	2.251
3.321	1.129	1.049
4.568	2.267	2.318
3.776	1.046	0.957
4.536	2.043	2.248
3.558	1.666	1.564
3.430	1.343	1.125
4.255	2.484	2.665
4.409	2.358	2.280
2.585	0.517	0.554
4.151	2.042	2.008
4.567	1.824	1.823
3.792	1.443	1.360
3.263	1.285	1.302
3.975	2.678	2.797
4.271	2.333	2.300
4.857	2.351	2.378
3.841	1.881	1.631
5.194	2.908	3.064
3.237	1.140	0.770
3.761	1.778	1.740
4.173	1.969	1.671
4.670	2.511	2.426
3.606	1.940	1.820
4.237	1.862	1.895
3.450	1.298	0.789
4.275	2.635	2.574
4.252	1.983	1.765
3.856	1.834	1.709
2.973	1.394	1.062
3.331	1.830	1.888
4.057	2.294	2.190
4.440	1.859	2.034
3.990	1.638	1.638
4.959	2.591	2.586
3.441	1.341	1.091
2.849	1.715	1.245
2.982	1.334	1.156
4.342	1.860	1.707
3.538	1.401	0.859
3.703	1.816	1.917
3.781	2.891	2.765
3.130	1.259	1.107
2.964	1.304	1.121
3.687	1.571	1.630
3.800	1.265	0.944
5.246	2.891	2.783
3.341	0.827	1.038
3.991	2.583	2.570
3.738	2.021	2.336
4.321	2.377	2.476
3.955	2.793	2.603
3.925	1.292	1.087
4.460	2.988	2.972
4.119	1.919	1.914
4.007	2.027	1.934
3.744	1.169	1.261
4.310	2.165	2.193
3.852	2.554	2.541
4.137	1.597	1.321
5.082	2.586	2.709
4.559	2.757	2.595
4.165	1.375	1.430
4.591	2.820	2.838
3.445	1.168	0.777
3.019	1.718	1.200
4.653	2.305	2.430
3.231	1.390	1.252
4.102	1.603	1.314
4.281	2.906	2.698
4.138	2.724	2.479
4.159	2.098	2.086
3.963	1.531	1.576
3.624	1.674	1.238
3.945	1.189	0.801
4.394	1.766	1.905
3.494	1.567	1.497
4.531	1.816	1.866
4.074	1.322	1.397
4.187	2.467	2.471
4.649	2.144	2.012
4.812	2.310	2.430
4.052	2.450	2.145
4.156	1.332	0.967
3.995	1.776	1.655
3.433	1.910	1.990
4.132	2.120	2.263
3.829	2.088	2.127
4.092	2.648	2.708
4.449	1.947	2.270
4.096	1.578	1.304
4.062	1.514	1.590
2.823	2.055	2.141
4.607	1.947	2.272
3.901	2.131	1.912
3.784	1.107	1.119
4.332	1.996	2.169
3.618	1.980	2.143
3.436	1.073	0.980
2.915	0.736	0.550
3.369	1.312	0.981
4.703	1.671	1.762
4.425	2.785	2.806
3.321	1.129	1.049
4.568	2.267	2.318
3.202	0.843	0.622
4.526	2.023	2.199
3.558	1.663	1.561
3.430	1.343	1.125
4.255	2.484	2.665
4.409	2.358	2.280
4.577	2.230	2.474
4.151	2.042	2.008
4.567	1.824	1.823
3.263	1.285	1.302
3.975	2.678	2.797
4.271	2.333	2.300
3.841	1.881	1.631
5.194	2.908	3.064
3.149	1.111	0.722
3.761	1.778	1.740
4.571	2.576	2.542
4.173	1.969	1.671
3.676	1.951	1.785
4.670	2.511	2.426
3.606	1.940	1.820
4.237	1.862	1.895
3.462	1.380	1.294
3.449	1.298	0.788
4.252	1.983	1.765
3.448	1.547	1.169
3.856	1.834	1.709
3.398	2.265	2.135
2.801	1.623	1.464
3.331	1.830	1.888
4.570	2.496	2.560
4.209	2.254	1.875
4.440	1.859	2.034
3.990	1.638	1.638
4.959	2.591	2.586
2.849	1.715	1.245
4.498	1.934	1.797
3.922	1.734	1.936
4.342	1.860	1.707
3.787	2.180	2.513
3.781	2.891	2.765
3.123	1.257	1.105
5.439	2.774	2.766
2.964	1.304	1.121
3.820	1.571	1.630
4.038	1.335	1.374
4.064	1.782	1.890
5.167	2.890	2.781
3.341	0.827	1.038
3.991	2.583	2.570
3.738	2.021	2.336
4.490	2.376	2.475
3.955	2.793	2.603
3.925	1.292	1.087
4.460	2.988	2.972
