1	   0.514   0.605   2.759	-4.4168000
2	   0.477   0.560   2.391	0.00087442000
3	   0.496   0.385   2.366	-6.8728000
4	   0.565   0.647   2.642	-4.3356000
5	   0.698   0.617   2.830	-0.54680000
6	   0.591   0.664   2.817	-4.0104000
7	   0.820   0.926   2.540	-2.3631000
8	   0.058   0.068   2.395	-7.3992000
9	   0.032   0.034   1.525	-8.2956000
10	   0.704   0.776   2.897	-3.3732000
11	   0.726   0.863   2.527	-0.60556000
12	   0.052   0.045   2.130	-6.8188000
13	   0.522   0.645   2.100	-5.2198000
14	   0.536   0.413   2.655	-5.4227000
15	   0.312   0.257   1.575	-6.8516000
16	   0.142   0.121   1.985	-5.7435000
17	   0.643   0.692   2.071	-7.2184000
18	   0.211   0.278   1.684	-2.7334000
19	   0.646   0.676   2.710	-4.7295000
20	   0.744   0.810   3.354	-3.3978000
21	   0.375   0.281   1.352	-7.1357000
22	   0.564   0.624   2.954	-4.3924000
23	   0.542   0.611   2.763	-4.6941000
24	   0.743   0.810   3.505	-3.3977000
25	   0.537   0.612   3.170	-3.3823000
26	   0.534   0.615   3.033	-4.7379000
27	   0.357   0.268   1.932	-7.8118000
28	   0.685   0.655   2.897	-1.4091000
29	   0.491   0.378   2.522	-6.1222000
30	   0.632   0.619   2.637	-5.4471000
31	   0.481   0.374   2.503	-3.9341000
32	   0.208   0.173   2.212	-7.8069000
33	   0.588   0.674   2.141	-3.3802000
34	   0.784   0.848   3.419	-0.64119000
35	   0.551   0.434   3.004	-5.3663000
36	   0.651   0.683   2.882	-3.4436000
37	   0.105   0.084   1.807	-3.5992000
38	   0.682   0.652   2.869	-1.3135000
39	   0.537   0.607   3.068	-3.2309000
40	   0.515   0.638   1.774	-5.2208000
41	   0.039   0.045   2.191	-9.9779000
42	   0.270   0.252   2.530	-0.33744000
43	   0.065   0.047   0.547	-8.1141000
44	   0.516   0.639   1.785	-5.2207000
45	   0.439   0.578   1.944	-3.1224000
46	   0.516   0.411   1.749	-6.0334000
47	   0.785   0.852   3.027	-1.8080000
48	   0.646   0.610   2.798	-2.5617000
49	   0.910   0.930   3.003	-4.8838000
50	   0.179   0.137   2.163	-5.8749000
51	   0.035   0.042   1.885	-6.7269000
52	   0.534   0.610   3.061	-5.4806000
53	   0.553   0.656   1.876	-4.5273000
54	   0.902   0.925   2.883	-3.9365000
55	   0.728   0.829   3.008	-1.6190000
56	   0.592   0.542   2.592	-0.13856000
57	   0.334   0.378   2.027	-8.2287000
58	   0.474   0.441   3.075	0.78570000
59	   0.660   0.571   2.660	-1.5330000
60	   0.936   0.955   2.475	-3.5085000
61	   0.593   0.671   2.816	-3.1536000
62	   0.784   0.845   3.137	-2.0211000
63	   0.612   0.662   2.290	-4.8337000
64	   0.761   0.860   2.456	-0.87262000
65	   0.694   0.653   2.801	0.30704000
66	   0.742   0.798   3.211	-3.4038000
